"","condition","rmseResult","experimentLabel"
"1","sample.id:Br2720_mid",0.188131193401118,"cohort1_k2"
"2","sample.id:Br6471_mid",0.248272237669564,"cohort1_k2"
"3","sample.id:Br8492_post",0.237543049919181,"cohort1_k2"
"4","sample.id:Br2743_ant",0.277488462394513,"cohort1_k2"
"5","sample.id:Br8492_mid",0.188773593369866,"cohort1_k2"
"6","sample.id:Br3942_ant",0.158489414842799,"cohort1_k2"
"7","sample.id:Br6423_post",0.278459704061303,"cohort1_k2"
"8","sample.id:Br6423_ant",0.269910327597686,"cohort1_k2"
"9","sample.id:Br3942_mid",0.131376258738459,"cohort1_k2"
"10","sample.id:Br8325_ant",0.130046866524876,"cohort1_k2"
"11","sample.id:Br8325_mid",0.217017830262772,"cohort1_k2"
"12","sample.id:Br2743_mid",0.137184179662676,"cohort1_k2"
"13","sample.id:Br6432_ant",0.211136114074307,"cohort1_k2"
"14","sample.id:Br6522_mid",0.209150121401777,"cohort1_k2"
"15","sample.id:Br6522_post",0.191528789429436,"cohort1_k2"
"16","sample.id:Br8667_mid",0.292206771408809,"cohort1_k2"
"17","sample.id:Br8667_ant",0.292089007127654,"cohort1_k2"
"18","condition.id:noscale",0.915095183181257,"cohort1_k2"
"19","condition.id:withscale",5.54156593060612e-16,"cohort1_k2"
"20","replicate.id:rep1",0.915095183181257,"cohort1_k2"
"21","replicate.id:rep1;condition.id:noscale",0.915095183181257,"cohort1_k2"
"22","replicate.id:rep1;condition.id:withscale",5.54156593060612e-16,"cohort1_k2"
"23","sample.id:donor6",0.28125171080802,"cohort2_k2"
"24","sample.id:donor1",0.23910815147852,"cohort2_k2"
"25","sample.id:donor2",0.268189304045799,"cohort2_k2"
"26","condition.id:noscale",0.456290188082631,"cohort2_k2"
"27","condition.id:withscale",1.52023548612203e-16,"cohort2_k2"
"28","replicate.id:rep1",0.456290188082631,"cohort2_k2"
"29","replicate.id:rep1;condition.id:noscale",0.456290188082631,"cohort2_k2"
"30","replicate.id:rep1;condition.id:withscale",1.52023548612203e-16,"cohort2_k2"
"31","sample.id:Br2743_ant",0.0265705183227331,"cohort1_shuffle"
