condition,rmseResult,experimentLabel
sample.id:Br2720_mid,0.188131193401118,cohort1_k2
sample.id:Br6471_mid,0.248272237669564,cohort1_k2
sample.id:Br8492_post,0.237543049919181,cohort1_k2
sample.id:Br2743_ant,0.277488462394513,cohort1_k2
sample.id:Br8492_mid,0.188773593369866,cohort1_k2
sample.id:Br3942_ant,0.158489414842799,cohort1_k2
sample.id:Br6423_post,0.278459704061303,cohort1_k2
sample.id:Br6423_ant,0.269910327597686,cohort1_k2
sample.id:Br3942_mid,0.131376258738459,cohort1_k2
sample.id:Br8325_ant,0.130046866524876,cohort1_k2
sample.id:Br8325_mid,0.217017830262772,cohort1_k2
sample.id:Br2743_mid,0.137184179662676,cohort1_k2
sample.id:Br6432_ant,0.211136114074307,cohort1_k2
sample.id:Br6522_mid,0.209150121401777,cohort1_k2
sample.id:Br6522_post,0.191528789429436,cohort1_k2
sample.id:Br8667_mid,0.292206771408809,cohort1_k2
sample.id:Br8667_ant,0.292089007127654,cohort1_k2
condition.id:noscale,0.915095183181257,cohort1_k2
condition.id:withscale,5.54156593060612e-16,cohort1_k2
replicate.id:rep1,0.915095183181257,cohort1_k2
replicate.id:rep1;condition.id:noscale,0.915095183181257,cohort1_k2
replicate.id:rep1;condition.id:withscale,5.54156593060612e-16,cohort1_k2
sample.id:donor6,0.28125171080802,cohort2_k2
sample.id:donor1,0.239108151478521,cohort2_k2
sample.id:donor2,0.268189304045799,cohort2_k2
condition.id:noscale,0.456290188082631,cohort2_k2
condition.id:withscale,1.52023548612203e-16,cohort2_k2
replicate.id:rep1,0.456290188082631,cohort2_k2
replicate.id:rep1;condition.id:noscale,0.456290188082631,cohort2_k2
replicate.id:rep1;condition.id:withscale,1.52023548612203e-16,cohort2_k2
sample.id:noscale,1.54000776151904,cohort1_shuffle
sample.id:withscale,1.53734895594851,cohort1_shuffle
condition.id:0.734539905904294,0.343400461683339,cohort1_shuffle
condition.id:0.197321820082977,0.239196948440459,cohort1_shuffle
condition.id:0.148216059286424,0.328396889586786,cohort1_shuffle
condition.id:0.144610861705931,0.450854811128447,cohort1_shuffle
condition.id:0.152288228250117,0.503979561955073,cohort1_shuffle
condition.id:0.124082046087617,0.226804956562571,cohort1_shuffle
condition.id:0.0824542257790712,0.305006770656665,cohort1_shuffle
condition.id:0.0955364740465693,0.632998746384765,cohort1_shuffle
condition.id:0.212683179872909,0.478026710737865,cohort1_shuffle
condition.id:0.19045668646324,0.327718962763105,cohort1_shuffle
condition.id:0.29427105972355,0.359303037876964,cohort1_shuffle
condition.id:0.782292298362644,0.422018437623773,cohort1_shuffle
condition.id:0.0611794386628825,0.413350799755729,cohort1_shuffle
condition.id:0.0366121552355382,0.433978085110255,cohort1_shuffle
condition.id:0.0665784832451499,0.205239625072202,cohort1_shuffle
condition.id:0.061504949226383,0.204428924256449,cohort1_shuffle
condition.id:0.578244911578245,0.351204450124152,cohort1_shuffle
condition.id:0.136906154926281,0.204372981357317,cohort1_shuffle
condition.id:0.105664488017429,0.272745055837564,cohort1_shuffle
condition.id:0.113714464229928,0.383740572595166,cohort1_shuffle
condition.id:0.125752364574377,0.442292409438787,cohort1_shuffle
condition.id:0.077593032462391,0.242653886313887,cohort1_shuffle
condition.id:0.0534591194968553,0.279328778277421,cohort1_shuffle
condition.id:0.0820325473264697,0.577183286309782,cohort1_shuffle
