sce_filepath,bulk_filepath,li_filepath,iterations_index,num_cells,num_genes,deconvolution_method,method_arguments,assay_name,type_labels,celltype_variable,prop.pred.type1,prop.pred.type2,X,timestamp,prop.true.type1,prop.true.type2,rmse.types,bias.type1,bias.type2,rmse.type1,rmse.type2,rmse.music,rmse.epic,rmse.deconrnaseq,rmse.nnls
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,810,1164,40,music,NA,counts_adj,glial;neuron,k2,0.088264558,0.911735442,1.489735842,1677709063,0.248925193,0.751074807,1.39E-16,0.160660635,-0.160660635,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,812,1164,40,music,NA,counts_adj,glial;neuron,k2,0.091429217,0.908570783,1.526571512,1677709063,0.248925193,0.751074807,9.71E-17,0.157495977,-0.157495977,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,809,1164,40,music,NA,counts_adj,glial;neuron,k2,0.089389097,0.910610903,1.785610914,1677709064,0.248925193,0.751074807,8.33E-17,0.159536096,-0.159536096,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,806,1164,40,music,NA,counts_adj,glial;neuron,k2,0.097423495,0.902576505,2.225178242,1677709065,0.248925193,0.751074807,2.64E-16,0.151501698,-0.151501698,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,801,1164,40,music,NA,counts_adj,glial;neuron,k2,0.08889976,0.91110024,3.026841879,1677709066,0.248925193,0.751074807,2.78E-17,0.160025434,-0.160025434,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,802,1164,40,music,NA,counts_adj,glial;neuron,k2,0.070191605,0.929808395,2.725297213,1677709066,0.248925193,0.751074807,1.39E-16,0.178733588,-0.178733588,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,805,1164,40,music,NA,counts_adj,glial;neuron,k2,0.087216788,0.912783212,2.602822065,1677709066,0.248925193,0.751074807,1.39E-16,0.161708405,-0.161708405,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,811,1164,40,music,NA,counts_adj,glial;neuron,k2,0.09104668,0.90895332,2.897218704,1677709066,0.248925193,0.751074807,1.11E-16,0.157878513,-0.157878513,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,803,1164,40,music,NA,counts_adj,glial;neuron,k2,0.090639061,0.909360939,2.965034008,1677709067,0.248925193,0.751074807,1.39E-16,0.158286132,-0.158286132,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,808,1164,40,music,NA,counts_adj,glial;neuron,k2,0.089865977,0.910134023,3.425944567,1677709067,0.248925193,0.751074807,2.78E-17,0.159059217,-0.159059217,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,804,1164,40,music,NA,counts_adj,glial;neuron,k2,0.094120736,0.905879264,2.80720067,1677709067,0.248925193,0.751074807,8.33E-17,0.154804458,-0.154804458,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
sce_intra-sample_ro1-dlpfc.rda,ypb_intra-sample_ro1-dlpfc.rda,lindex_intra-sample_ro1-dlpfc.rda,807,1164,40,music,NA,counts_adj,glial;neuron,k2,0.08733434,0.91266566,3.596095085,1677709068,0.248925193,0.751074807,2.22E-16,0.161590853,-0.161590853,0.221612515,0.221612515,0.168437706,0.159382948,0.427380042,0.167471214
